Name,GP,G,A,TP,PPG,PIM,Period,Years,POS,firstYear,lastYear
Reed Larson,904.0,222.0,463.0,685.0,0.758,1391.0,1976-1990,14.0,D,1976,1990
Don Lever,1020.0,313.0,367.0,680.0,0.667,593.0,1972-1987,15.0,LW,1972,1987
Michael Nylander,920.0,209.0,470.0,679.0,0.738,468.0,1992-2009,15.0,C,1992,2009
Walt Tkaczuk,945.0,227.0,451.0,678.0,0.7170000000000001,556.0,1967-1981,14.0,C,1967,1981
Kevin Hatcher,1157.0,227.0,450.0,677.0,0.585,1392.0,1984-2001,17.0,D,1984,2001
Jozef Stumpel,957.0,196.0,481.0,677.0,0.7070000000000001,245.0,1991-2008,16.0,C,1991,2008
Tim Kerr,655.0,370.0,304.0,674.0,1.0290000000000001,596.0,1980-1993,13.0,RW,1980,1993
Phil Goyette,941.0,207.0,467.0,674.0,0.716,131.0,1956-1972,16.0,C,1956,1972
Paul MacLean,719.0,324.0,349.0,673.0,0.9359999999999999,968.0,1980-1991,11.0,RW,1980,1991
Stan Smyl,898.0,262.0,411.0,673.0,0.7490000000000001,1556.0,1978-1991,13.0,RW,1978,1991
Daymond Langkow,1090.0,270.0,402.0,672.0,0.617,547.0,1995-2012,16.0,C,1995,2012
Craig Ramsay,1070.0,252.0,420.0,672.0,0.628,201.0,1971-1985,14.0,LW,1971,1985
Reggie Leach,934.0,381.0,285.0,666.0,0.713,387.0,1970-1983,13.0,RW,1970,1983
Guy Carbonneau,1318.0,260.0,403.0,663.0,0.503,820.0,1980-2000,19.0,C,1980,2000
Jamie Langenbrunner,1109.0,243.0,420.0,663.0,0.598,837.0,1994-2013,18.0,RW,1994,2013
Martin Gélinas,1273.0,308.0,351.0,659.0,0.518,820.0,1988-2008,19.0,LW,1988,2008
Red Berenson,987.0,261.0,397.0,658.0,0.667,305.0,1961-1978,17.0,LW,1961,1978
Kelly Kisio,761.0,229.0,429.0,658.0,0.865,768.0,1982-1995,13.0,C,1982,1995
Ray Sheppard,817.0,357.0,300.0,657.0,0.804,212.0,1987-2000,13.0,RW,1987,2000
Zdeno Chara,1553.0,205.0,451.0,656.0,0.42200000000000004,1956.0,1997-2020,22.0,D,1997,2020
Ulf Dahlén,966.0,301.0,354.0,655.0,0.6779999999999999,230.0,1987-2003,14.0,RW,1987,2003
Dennis Hull,959.0,303.0,351.0,654.0,0.682,261.0,1964-1978,14.0,LW,1964,1978
Barry Pederson,701.0,238.0,416.0,654.0,0.9329999999999999,472.0,1980-1992,12.0,C,1980,1992
Dustin Brown,1183.0,299.0,354.0,653.0,0.552,700.0,2003-2021,17.0,RW/LW,2003,2021
Glen Murray,1009.0,337.0,314.0,651.0,0.645,679.0,1991-2008,16.0,RW,1991,2008
Bryan Smolinski,1055.0,274.0,377.0,651.0,0.617,606.0,1992-2008,15.0,C,1992,2008
Randy Carlyle,1055.0,148.0,499.0,647.0,0.613,1400.0,1976-1993,17.0,D,1976,1993
Brad Marchand,751.0,290.0,356.0,646.0,0.86,756.0,2009-2021,12.0,LW,2009,2021
Ryan Walter,1003.0,264.0,382.0,646.0,0.644,946.0,1978-1993,15.0,C,1978,1993
Igor Larionov,921.0,169.0,475.0,644.0,0.6990000000000001,474.0,1989-2004,14.0,C,1989,2004
Bob Pulford,1079.0,281.0,362.0,643.0,0.596,792.0,1956-1972,16.0,LW,1956,1972
Michael Cammalleri,906.0,294.0,348.0,642.0,0.7090000000000001,425.0,2002-2018,15.0,W/C,2002,2018
Ron Ellis,1034.0,332.0,308.0,640.0,0.619,207.0,1963-1981,16.0,RW,1963,1981
Tony McKegney,912.0,320.0,319.0,639.0,0.701,517.0,1978-1991,13.0,LW,1978,1991
Ralph Backstrom,1032.0,278.0,361.0,639.0,0.619,386.0,1956-1973,17.0,C,1956,1973
James Patrick,1280.0,149.0,490.0,639.0,0.499,759.0,1983-2004,21.0,D,1983,2004
Roman Hamrlik,1395.0,155.0,483.0,638.0,0.457,1408.0,1992-2013,20.0,D,1992,2013
Teppo Numminen,1372.0,117.0,520.0,637.0,0.46399999999999997,513.0,1988-2009,20.0,D,1988,2009
Brian Sutter,779.0,303.0,333.0,636.0,0.816,1786.0,1976-1988,12.0,LW,1976,1988
Anton Stastny,650.0,252.0,384.0,636.0,0.978,150.0,1980-1989,9.0,LW,1980,1989
Tyler Seguin,741.0,279.0,356.0,635.0,0.857,223.0,2010-2021,11.0,C,2010,2021
Mats Naslund,651.0,251.0,383.0,634.0,0.9740000000000001,111.0,1982-1995,9.0,LW,1982,1995
John Anderson,814.0,282.0,349.0,631.0,0.775,263.0,1977-1989,12.0,LW,1977,1989
Robert Reichel,830.0,252.0,378.0,630.0,0.759,388.0,1990-2004,11.0,C,1990,2004
Esa Tikkanen,877.0,244.0,385.0,630.0,0.718,1077.0,1984-1999,15.0,LW,1984,1999
Brent Ashton,998.0,284.0,345.0,629.0,0.63,635.0,1979-1993,14.0,C/LW,1979,1993
Ed Westfall,1226.0,231.0,394.0,625.0,0.51,544.0,1961-1979,18.0,RW,1961,1979
Radim Vrbata,1057.0,284.0,339.0,623.0,0.589,294.0,2001-2018,16.0,RW,2001,2018
Elmer Lach,664.0,215.0,408.0,623.0,0.938,478.0,1940-1954,14.0,C,1940,1954
Brian Mullen,832.0,255.0,362.0,622.0,0.748,414.0,1982-1993,11.0,LW,1982,1993
Alexander Steen,1018.0,245.0,377.0,622.0,0.611,454.0,2005-2021,16.0,LW/RW,2005,2021
Guy Lapointe,884.0,171.0,451.0,622.0,0.7040000000000001,893.0,1968-1984,16.0,D,1968,1984
Patrick Sharp,939.0,287.0,333.0,620.0,0.66,536.0,2002-2018,15.0,LW/RW,2002,2018
Ron Duguay,864.0,274.0,346.0,620.0,0.718,582.0,1977-1989,12.0,C,1977,1989
Chris Kunitz,1022.0,268.0,351.0,619.0,0.606,746.0,2003-2019,15.0,LW,2003,2019
Keith Primeau,909.0,266.0,353.0,619.0,0.6809999999999999,1541.0,1990-2006,15.0,C,1990,2006
David Legwand,1136.0,228.0,390.0,618.0,0.544,551.0,1998-2016,17.0,C,1998,2016
Adam Graves,1152.0,329.0,287.0,616.0,0.535,1224.0,1987-2003,16.0,LW,1987,2003
Fred Stanfield,914.0,211.0,405.0,616.0,0.674,134.0,1964-1978,14.0,LW,1964,1978
Chris Drury,892.0,260.0,355.0,615.0,0.6890000000000001,468.0,1998-2011,12.0,C,1998,2011
Derek King,830.0,261.0,351.0,612.0,0.737,417.0,1986-2000,14.0,LW,1986,2000
Martin Rucinsky,961.0,241.0,371.0,612.0,0.637,821.0,1991-2008,16.0,LW,1991,2008
Ron Greschner,982.0,179.0,431.0,610.0,0.621,1226.0,1974-1990,16.0,D,1974,1990
Duncan Keith,1138.0,101.0,509.0,610.0,0.536,623.0,2005-2021,16.0,D,2005,2021
Dickie Moore,719.0,261.0,347.0,608.0,0.846,652.0,1951-1968,14.0,LW,1951,1968
Tomas Plekanec,1001.0,233.0,375.0,608.0,0.607,543.0,2003-2019,15.0,C,2003,2019
Peter Zezel,873.0,219.0,389.0,608.0,0.696,435.0,1984-1999,15.0,C,1984,1999
Walt McKechnie,955.0,214.0,392.0,606.0,0.635,469.0,1967-1983,16.0,C,1967,1983
Terry O'Reilly,891.0,204.0,402.0,606.0,0.68,2095.0,1971-1985,14.0,RW,1971,1985
"Syl Apps, Jr.",727.0,183.0,423.0,606.0,0.8340000000000001,311.0,1970-1980,10.0,C,1970,1980
Mike Ricci,1099.0,243.0,362.0,605.0,0.551,974.0,1990-2007,16.0,C,1990,2007
Dan Boyle,1093.0,163.0,442.0,605.0,0.5539999999999999,693.0,1998-2016,17.0,D,1998,2016
Erik Karlsson,736.0,135.0,468.0,603.0,0.8190000000000001,354.0,2009-2021,12.0,D,2009,2021
Bert Olmstead,848.0,181.0,421.0,602.0,0.71,884.0,1948-1962,14.0,LW,1948,1962
Simon Gagné,822.0,291.0,310.0,601.0,0.731,328.0,1999-2015,14.0,LW,1999,2015
Brendan Morrison,934.0,200.0,401.0,601.0,0.643,450.0,1997-2012,14.0,C,1997,2012
Garry Galley,1149.0,125.0,475.0,600.0,0.522,1218.0,1984-2001,17.0,D,1984,2001
Michal Pivonka,825.0,181.0,418.0,599.0,0.726,478.0,1986-1999,13.0,C,1986,1999
Stu Barnes,1136.0,261.0,336.0,597.0,0.526,438.0,1991-2008,16.0,C,1991,2008
Dmitri Khristich,811.0,259.0,338.0,597.0,0.736,422.0,1990-2002,12.0,RW,1990,2002
Brian Gionta,1026.0,291.0,304.0,595.0,0.58,377.0,2001-2018,16.0,RW,2001,2018
Martin Havlat,790.0,242.0,352.0,594.0,0.752,404.0,2000-2016,15.0,RW/LW,2000,2016
Jean-Paul Parisé,890.0,238.0,356.0,594.0,0.667,706.0,1965-1979,14.0,LW,1965,1979
Loui Eriksson,968.0,250.0,343.0,593.0,0.613,192.0,2006-2021,15.0,LW/RW,2006,2021
Thomas Gradin,677.0,209.0,384.0,593.0,0.8759999999999999,298.0,1978-1987,9.0,C,1978,1987
Al MacAdam,864.0,240.0,351.0,591.0,0.684,509.0,1973-1985,12.0,RW,1973,1985
Dainius Zubrus,1293.0,228.0,363.0,591.0,0.457,791.0,1996-2016,19.0,W/C,1996,2016
Radek Dvorak,1260.0,227.0,363.0,590.0,0.46799999999999997,449.0,1995-2014,18.0,RW,1995,2014
Mike Fisher,1104.0,278.0,311.0,589.0,0.534,815.0,1999-2018,18.0,C,1999,2018
Don Marshall,1176.0,265.0,324.0,589.0,0.501,127.0,1951-1972,19.0,LW,1951,1972
Claude Provost,1005.0,254.0,335.0,589.0,0.586,469.0,1955-1970,15.0,RW,1955,1970
Matt Duchene,793.0,245.0,344.0,589.0,0.743,190.0,2009-2021,12.0,C,2009,2021
Patrik Sundstrom,676.0,219.0,369.0,588.0,0.87,349.0,1982-1992,10.0,RW,1982,1992
Ryan Suter,1142.0,90.0,498.0,588.0,0.515,655.0,2005-2021,16.0,D,2005,2021
Carol Vadnais,1087.0,169.0,418.0,587.0,0.54,1813.0,1966-1983,17.0,D,1966,1983
Steve Vickers,698.0,246.0,340.0,586.0,0.84,330.0,1972-1982,10.0,LW,1972,1982
Jeff Brown,747.0,154.0,431.0,585.0,0.7829999999999999,498.0,1985-1998,13.0,D,1985,1998
Mario Tremblay,852.0,258.0,326.0,584.0,0.685,1043.0,1974-1986,12.0,RW,1974,1986
Troy Murray,915.0,230.0,354.0,584.0,0.638,875.0,1981-1996,15.0,C,1981,1996
Keith Acton,1023.0,226.0,358.0,584.0,0.5710000000000001,1172.0,1979-1994,15.0,C,1979,1994
Bob Bourne,964.0,258.0,324.0,582.0,0.604,605.0,1974-1988,14.0,C,1974,1988
Don McKenney,798.0,237.0,345.0,582.0,0.7290000000000001,211.0,1954-1968,13.0,C,1954,1968
Tom Fergus,726.0,235.0,346.0,581.0,0.8,499.0,1981-1993,12.0,C,1981,1993
Fredrik Olausson,1022.0,147.0,434.0,581.0,0.568,450.0,1986-2003,16.0,D,1986,2003
Shawn McEachern,911.0,256.0,323.0,579.0,0.636,506.0,1991-2006,14.0,LW,1991,2006
Laurie Boschman,1009.0,229.0,348.0,577.0,0.5720000000000001,2265.0,1979-1993,14.0,C,1979,1993
Robert MacMillan,753.0,228.0,349.0,577.0,0.7659999999999999,260.0,1974-1985,11.0,RW,1974,1985
Brenden Morrow,991.0,265.0,310.0,575.0,0.58,1362.0,1999-2015,15.0,LW,1999,2015
Milt Schmidt,776.0,229.0,346.0,575.0,0.741,466.0,1936-1955,16.0,C,1936,1955
Guy Chouinard,578.0,205.0,370.0,575.0,0.995,120.0,1974-1984,10.0,C,1974,1984
Eric Desjardins,1143.0,136.0,439.0,575.0,0.503,757.0,1988-2006,17.0,D,1988,2006
Eric Nesterenko,1219.0,250.0,324.0,574.0,0.47100000000000003,1273.0,1951-1972,21.0,RW,1951,1972
Petr Klima,786.0,313.0,260.0,573.0,0.7290000000000001,671.0,1985-1999,13.0,RW,1985,1999
Jim Pappin,767.0,278.0,295.0,573.0,0.747,667.0,1963-1977,14.0,RW,1963,1977
Ryan Kesler,1001.0,258.0,315.0,573.0,0.5720000000000001,920.0,2003-2021,17.0,C,2003,2021
Keith Yandle,976.0,99.0,474.0,573.0,0.5870000000000001,564.0,2006-2021,15.0,D,2006,2021
Dick Duff,1030.0,283.0,289.0,572.0,0.555,743.0,1954-1972,18.0,LW,1954,1972
Ales Hemsky,845.0,174.0,398.0,572.0,0.677,353.0,2002-2018,15.0,RW,2002,2018
Joé Juneau,828.0,156.0,416.0,572.0,0.691,271.0,1991-2004,13.0,C,1991,2004
Andrei Markov,990.0,119.0,453.0,572.0,0.578,505.0,2000-2017,16.0,D,2000,2017
Sergei Samsonov,888.0,235.0,336.0,571.0,0.643,209.0,1997-2011,13.0,LW,1997,2011
Kimmo Timonen,1108.0,117.0,454.0,571.0,0.515,654.0,1998-2015,16.0,D,1998,2015
Shea Weber,990.0,218.0,352.0,570.0,0.5760000000000001,681.0,2005-2021,16.0,D,2005,2021
Mike Krushelnyski,897.0,241.0,328.0,569.0,0.634,699.0,1981-1995,14.0,C,1981,1995
Chris Gratton,1092.0,214.0,354.0,568.0,0.52,1638.0,1993-2009,15.0,C,1993,2009
Dave Ellett,1129.0,153.0,415.0,568.0,0.503,985.0,1984-2000,16.0,D,1984,2000
Bill Gadsby,1248.0,130.0,438.0,568.0,0.455,1539.0,1946-1966,20.0,D,1946,1966
Ross Lonsberry,968.0,256.0,310.0,566.0,0.585,806.0,1966-1981,15.0,LW,1966,1981
T.J. Oshie,803.0,237.0,329.0,566.0,0.705,402.0,2008-2021,13.0,RW,2008,2021
Wendel Clark,793.0,330.0,234.0,564.0,0.711,1690.0,1985-2000,15.0,LW,1985,2000
Don Maloney,765.0,214.0,350.0,564.0,0.737,815.0,1978-1991,13.0,LW,1978,1991
Sandis Ozolins,875.0,167.0,397.0,564.0,0.645,638.0,1992-2008,15.0,D,1992,2008
Rob Ramage,1044.0,139.0,425.0,564.0,0.54,2224.0,1979-1994,15.0,D,1979,1994
Taylor Hall,627.0,218.0,345.0,563.0,0.898,350.0,2010-2021,11.0,LW,2010,2021
Jussi Jokinen,951.0,191.0,372.0,563.0,0.5920000000000001,377.0,2005-2018,13.0,W/C,2005,2018
Tomas Kaberle,984.0,87.0,476.0,563.0,0.5720000000000001,260.0,1998-2013,14.0,D,1998,2013
Jimmy Carson,626.0,275.0,286.0,561.0,0.8959999999999999,254.0,1986-1996,10.0,C,1986,1996
Tony Tanti,697.0,287.0,273.0,560.0,0.8029999999999999,661.0,1981-1992,11.0,LW,1981,1992
Ted Kennedy,696.0,231.0,329.0,560.0,0.805,432.0,1942-1957,14.0,C,1942,1957
Ryan O'Reilly,804.0,195.0,365.0,560.0,0.6970000000000001,106.0,2009-2021,12.0,C,2009,2021
Paul Reinhart,648.0,133.0,426.0,559.0,0.863,277.0,1979-1990,11.0,D,1979,1990
Billy Harris,897.0,231.0,327.0,558.0,0.622,394.0,1972-1984,12.0,RW,1972,1984
Bobby Schmautz,764.0,271.0,286.0,557.0,0.7290000000000001,988.0,1967-1981,13.0,RW,1967,1981
David Backes,950.0,245.0,312.0,557.0,0.586,1144.0,2006-2021,15.0,RW/C,2006,2021
Mike Murphy,831.0,238.0,318.0,556.0,0.669,514.0,1971-1983,12.0,RW,1971,1983
Bobby Ryan,833.0,254.0,301.0,555.0,0.6659999999999999,443.0,2007-2021,14.0,RW/LW,2007,2021
Pete Stemkowski,967.0,206.0,349.0,555.0,0.574,866.0,1963-1978,15.0,C,1963,1978
Bengt-Ake Gustafsson,629.0,196.0,359.0,555.0,0.882,196.0,1979-1989,9.0,C,1979,1989
Max Pacioretty,763.0,280.0,274.0,554.0,0.726,419.0,2008-2021,13.0,LW,2008,2021
Don Luce,894.0,225.0,329.0,554.0,0.62,364.0,1969-1982,13.0,C,1969,1982
David Perron,850.0,223.0,327.0,550.0,0.647,648.0,2007-2021,14.0,LW/RW,2007,2021
John Cullen,621.0,187.0,363.0,550.0,0.8859999999999999,898.0,1988-1999,10.0,C,1988,1999
Mike Knuble,1068.0,278.0,270.0,548.0,0.513,641.0,1996-2013,16.0,RW,1996,2013
Mike Sillinger,1049.0,240.0,308.0,548.0,0.522,644.0,1990-2009,18.0,C,1990,2009
Bill Cowley,549.0,195.0,353.0,548.0,0.998,143.0,1934-1947,13.0,C,1934,1947
Logan Couture,715.0,256.0,290.0,546.0,0.764,189.0,2009-2021,12.0,C,2009,2021
James Neal,821.0,289.0,256.0,545.0,0.664,570.0,2008-2021,13.0,RW,2008,2021
Martin Erat,881.0,176.0,369.0,545.0,0.619,506.0,2001-2015,13.0,RW/LW,2001,2015
Max Bentley,645.0,245.0,299.0,544.0,0.843,179.0,1940-1954,12.0,C,1940,1954
Benoit Hogue,863.0,222.0,321.0,543.0,0.629,877.0,1987-2002,15.0,C,1987,2002
Doug Bentley,565.0,219.0,324.0,543.0,0.961,217.0,1939-1954,13.0,LW,1939,1954
Gary Dornhoefer,787.0,214.0,328.0,542.0,0.6890000000000001,1291.0,1963-1978,14.0,RW,1963,1978
Craig Conroy,1009.0,182.0,360.0,542.0,0.537,603.0,1994-2011,16.0,C,1994,2011
Bill Goldsworthy,771.0,283.0,258.0,541.0,0.7020000000000001,763.0,1964-1978,14.0,RW,1964,1978
Mark Napier,767.0,235.0,306.0,541.0,0.705,157.0,1978-1989,11.0,RW,1978,1989
Bill Mosienko,711.0,258.0,282.0,540.0,0.759,121.0,1941-1955,14.0,RW,1941,1955
Doug Harvey,1113.0,88.0,452.0,540.0,0.485,1216.0,1947-1969,20.0,D,1947,1969
Andrew Ladd,950.0,249.0,289.0,538.0,0.5660000000000001,568.0,2005-2021,16.0,LW/RW,2005,2021
Jordan Staal,961.0,225.0,312.0,537.0,0.5589999999999999,475.0,2006-2021,15.0,C,2006,2021
Viktor Kozlov,897.0,198.0,339.0,537.0,0.599,248.0,1994-2009,14.0,C/RW,1994,2009
Glen Wesley,1457.0,128.0,409.0,537.0,0.369,1045.0,1987-2008,20.0,D,1987,2008
Kris Letang,808.0,127.0,410.0,537.0,0.665,580.0,2006-2021,15.0,D,2006,2021
Tim Young,628.0,195.0,341.0,536.0,0.8540000000000001,438.0,1975-1985,10.0,F,1975,1985
Danny Grant,736.0,263.0,272.0,535.0,0.727,239.0,1965-1979,13.0,RW,1965,1979
Ron Sutter,1093.0,205.0,330.0,535.0,0.489,1352.0,1982-2001,19.0,C,1982,2001
Calle Johansson,1110.0,119.0,416.0,535.0,0.48200000000000004,519.0,1987-2004,17.0,D,1987,2004
Kenny Wharram,766.0,252.0,281.0,533.0,0.696,222.0,1951-1969,14.0,C,1951,1969
Erik Cole,892.0,265.0,267.0,532.0,0.596,659.0,2001-2015,13.0,LW,2001,2015
Travis Zajac,991.0,195.0,337.0,532.0,0.537,338.0,2006-2021,15.0,C,2006,2021
Mark Osborne,919.0,212.0,319.0,531.0,0.578,1152.0,1981-1995,14.0,LW,1981,1995
Tomas Holmstrom,1027.0,243.0,287.0,530.0,0.516,763.0,1996-2012,15.0,RW,1996,2012
Guy Charron,734.0,221.0,309.0,530.0,0.722,185.0,1969-1981,12.0,C,1969,1981
Dave Poulin,724.0,205.0,325.0,530.0,0.732,482.0,1982-1995,13.0,C,1982,1995
Ron Stewart,1353.0,276.0,253.0,529.0,0.391,560.0,1952-1973,21.0,C,1952,1973
Camille Henry,719.0,279.0,249.0,528.0,0.7340000000000001,96.0,1953-1970,14.0,LW,1953,1970
Syd Howe,698.0,237.0,301.0,528.0,0.7559999999999999,212.0,1929-1946,17.0,LW,1929,1946
Joe Murphy,779.0,233.0,295.0,528.0,0.6779999999999999,710.0,1986-2001,15.0,RW,1986,2001
Bryan McCabe,1135.0,145.0,383.0,528.0,0.465,1732.0,1995-2011,15.0,D,1995,2011
Doug Bodger,1071.0,106.0,422.0,528.0,0.493,1007.0,1984-2000,16.0,D,1984,2000
Toe Blake,577.0,235.0,292.0,527.0,0.9129999999999999,272.0,1934-1948,14.0,LW,1934,1948
Lucien Deblois,993.0,249.0,276.0,525.0,0.529,814.0,1977-1992,15.0,RW,1977,1992
Dustin Byfuglien,869.0,177.0,348.0,525.0,0.604,1094.0,2005-2020,15.0,D,2005,2020
Derek Roy,738.0,189.0,335.0,524.0,0.71,391.0,2003-2015,11.0,C,2003,2015
Jean-Pierre Dumont,822.0,214.0,309.0,523.0,0.636,364.0,1998-2011,12.0,RW,1998,2011
Bryan Little,843.0,217.0,304.0,521.0,0.618,293.0,2007-2021,14.0,C,2007,2021
Milan Lucic,958.0,206.0,315.0,521.0,0.544,1126.0,2007-2021,14.0,LW,2007,2021
Mike Rogers,484.0,202.0,317.0,519.0,1.072,184.0,1979-1986,7.0,C,1979,1986
Jordan Eberle,724.0,225.0,293.0,518.0,0.715,170.0,2010-2021,11.0,RW,2010,2021
Tim Horton,1446.0,115.0,403.0,518.0,0.358,1611.0,1949-1974,24.0,D,1949,1974
Alexander Syomin,650.0,239.0,278.0,517.0,0.795,582.0,2003-2016,11.0,RW/LW,2003,2016
Ron Schock,909.0,166.0,351.0,517.0,0.569,260.0,1963-1978,15.0,C,1963,1978
Yanic Perreault,859.0,247.0,269.0,516.0,0.601,392.0,1993-2008,14.0,C,1993,2008
Jeff Friesen,893.0,218.0,298.0,516.0,0.578,488.0,1994-2007,12.0,LW,1994,2007
Nels Stewart,650.0,324.0,191.0,515.0,0.792,953.0,1925-1940,15.0,C,1925,1940
Antoine Vermette,1046.0,228.0,287.0,515.0,0.49200000000000005,622.0,2003-2018,14.0,C,2003,2018
Valtteri Filppula,1018.0,191.0,324.0,515.0,0.506,334.0,2005-2021,16.0,C,2005,2021
Aaron Broten,748.0,186.0,329.0,515.0,0.6890000000000001,441.0,1980-1992,12.0,C,1980,1992
Brian Rafalski,833.0,79.0,436.0,515.0,0.618,282.0,1999-2011,11.0,D,1999,2011
Jere Lehtinen,875.0,243.0,271.0,514.0,0.5870000000000001,210.0,1995-2010,14.0,LW,1995,2010
Bob Murray,1008.0,132.0,382.0,514.0,0.51,873.0,1975-1990,15.0,D,1975,1990
Tiger Williams,962.0,241.0,272.0,513.0,0.5329999999999999,3966.0,1974-1988,14.0,LW,1974,1988
Bob Nystrom,900.0,235.0,278.0,513.0,0.57,1248.0,1972-1986,14.0,RW,1972,1986
Shawn Horcoff,1008.0,186.0,325.0,511.0,0.507,624.0,2000-2016,15.0,C,2000,2016
Pat Flatley,780.0,170.0,340.0,510.0,0.654,686.0,1983-1997,14.0,RW,1983,1997
Donald Audette,735.0,260.0,249.0,509.0,0.693,584.0,1989-2004,15.0,RW,1989,2004
Mark Johnson,669.0,203.0,305.0,508.0,0.759,260.0,1979-1990,11.0,C,1979,1990
Joel Otto,943.0,195.0,313.0,508.0,0.539,1934.0,1984-1998,14.0,C,1984,1998
Darryl Sydor,1291.0,98.0,409.0,507.0,0.39299999999999996,755.0,1991-2010,18.0,D,1991,2010
Kyle Okposo,800.0,196.0,310.0,506.0,0.633,443.0,2007-2021,14.0,RW/LW,2007,2021
Lynn Libett,982.0,237.0,268.0,505.0,0.514,472.0,1967-1981,14.0,LW,1967,1981
Brad Boyes,822.0,211.0,294.0,505.0,0.614,251.0,2003-2016,12.0,RW,2003,2016
Brian Campbell,1082.0,87.0,417.0,504.0,0.466,277.0,1999-2017,17.0,D,1999,2017
Brian Bradley,651.0,182.0,321.0,503.0,0.773,528.0,1985-1998,13.0,C,1985,1998
Dennis Hextall,681.0,153.0,350.0,503.0,0.7390000000000001,1398.0,1967-1980,13.0,LW,1967,1980
Drew Doughty,919.0,117.0,385.0,502.0,0.546,635.0,2008-2021,13.0,D,2008,2021
Bob Gainey,1160.0,239.0,262.0,501.0,0.43200000000000005,585.0,1973-1989,16.0,LW,1973,1989
Valeri Kamensky,637.0,200.0,301.0,501.0,0.7859999999999999,383.0,1991-2002,11.0,LW,1991,2002
Greg Malone,704.0,191.0,310.0,501.0,0.7120000000000001,661.0,1976-1987,11.0,C,1976,1987
Mike Green,880.0,150.0,351.0,501.0,0.569,592.0,2005-2020,15.0,D,2005,2020
Ed Jovanovski,1128.0,137.0,363.0,500.0,0.44299999999999995,1491.0,1995-2014,18.0,D,1995,2014
Wayne Simmonds,909.0,251.0,248.0,499.0,0.5489999999999999,1123.0,2008-2021,13.0,RW,2008,2021
Gregg Sheppard,657.0,205.0,293.0,498.0,0.758,243.0,1972-1982,10.0,LW,1972,1982
Todd Marchant,1195.0,186.0,312.0,498.0,0.41700000000000004,774.0,1993-2011,17.0,C,1993,2011
Pierre Pilote,890.0,80.0,418.0,498.0,0.56,1251.0,1955-1969,14.0,D,1955,1969
Craig Simpson,634.0,247.0,250.0,497.0,0.784,659.0,1985-1995,10.0,LW,1985,1995
Radek Bonk,969.0,194.0,303.0,497.0,0.513,581.0,1994-2009,14.0,C,1994,2009
Jeff O'Neill,821.0,237.0,259.0,496.0,0.604,670.0,1995-2007,11.0,RW,1995,2007
Al Secord,766.0,273.0,222.0,495.0,0.6459999999999999,2095.0,1978-1990,12.0,LW,1978,1990
Sylvain Turgeon,669.0,269.0,226.0,495.0,0.74,691.0,1983-1995,12.0,LW,1983,1995
Darcy Rota,794.0,256.0,239.0,495.0,0.623,973.0,1973-1984,11.0,LW,1973,1984
Lubomir Visnovsky,883.0,128.0,367.0,495.0,0.561,373.0,2000-2015,14.0,D,2000,2015
Keith Crowder,662.0,223.0,271.0,494.0,0.746,1344.0,1980-1990,10.0,RW,1980,1990
Dion Phaneuf,1048.0,137.0,357.0,494.0,0.47100000000000003,1345.0,2005-2019,14.0,D,2005,2019
Tony Granato,773.0,248.0,244.0,492.0,0.636,1425.0,1988-2001,13.0,LW,1988,2001
André Boudrias,662.0,151.0,340.0,491.0,0.742,214.0,1963-1976,12.0,LW,1963,1976
Dirk Graham,772.0,219.0,270.0,489.0,0.633,917.0,1983-1995,12.0,RW,1983,1995
Andy McDonald,685.0,182.0,307.0,489.0,0.7140000000000001,280.0,2000-2013,12.0,C/LW,2000,2013
Steve Rucchin,735.0,171.0,318.0,489.0,0.665,164.0,1994-2007,12.0,C,1994,2007
Nelson Emerson,771.0,195.0,293.0,488.0,0.633,575.0,1990-2002,12.0,RW,1990,2002
Marco Sturm,938.0,242.0,245.0,487.0,0.519,446.0,1997-2012,14.0,LW,1997,2012
Mike Richards,749.0,181.0,306.0,487.0,0.65,585.0,2005-2016,11.0,C,2005,2016
Jason Blake,871.0,213.0,273.0,486.0,0.5579999999999999,455.0,1998-2012,13.0,LW,1998,2012
Bruce Driver,922.0,96.0,390.0,486.0,0.527,670.0,1983-1998,15.0,D,1983,1998
Jason Allison,552.0,154.0,331.0,485.0,0.879,441.0,1993-2006,11.0,C,1993,2006
Michael Ryder,806.0,237.0,247.0,484.0,0.6,353.0,2003-2015,11.0,RW,2003,2015
Don Marcotte,868.0,230.0,254.0,484.0,0.5579999999999999,317.0,1965-1982,15.0,LW,1965,1982
Claude Larose,943.0,226.0,257.0,483.0,0.512,889.0,1962-1978,16.0,RW,1962,1978
Derick Brassard,852.0,186.0,297.0,483.0,0.5670000000000001,407.0,2007-2020,13.0,C/RW,2007,2020
Michal Handzus,1010.0,185.0,298.0,483.0,0.478,498.0,1998-2014,15.0,C,1998,2014
Mark Giordano,893.0,134.0,349.0,483.0,0.541,745.0,2005-2021,15.0,D,2005,2021
Tod Sloan,745.0,220.0,262.0,482.0,0.647,831.0,1947-1961,13.0,C,1947,1961
André Savard,790.0,211.0,271.0,482.0,0.61,411.0,1973-1985,12.0,C,1973,1985
James van Riemsdyk,741.0,247.0,234.0,481.0,0.649,307.0,2009-2021,12.0,LW,2009,2021
Patric Hornqvist,770.0,238.0,242.0,480.0,0.623,395.0,2008-2021,13.0,RW,2008,2021
