Name,GP,G,A,TP,PPG,PIM,Period,Years,POS
Jeffrey Teal,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1984-1985,1.0,LW/C
Bob Guindon,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1979-1980,1.0,LW
Jonathan Davidsson,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2019-2020,1.0,RW
Lucas Carlsson,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2019-2020,1.0,D
Tim Gettinger,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2018-2020,2.0,LW
Cliff Simpson,6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1946-1948,2.0,C
Chad Kolarik,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,2009-2011,2.0,RW
Maxim Balmochnykh,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1999-2000,1.0,RW
Matt Henderson,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1998-2002,2.0,LW
Steve Bancroft,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1992-2002,2.0,D
Peter Sturgeon,6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1979-1981,2.0,LW
Jim Culhane,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1989-1990,1.0,D
Todd Flichel,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1987-1990,3.0,D/RW
Barrie Meissner,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1967-1969,2.0,LW
Leo Carbol,6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1942-1943,1.0,D
Pete Bessone,6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1937-1938,1.0,D
Barry MacKenzie,6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1968-1969,1.0,D
Martin Fehervary,6.0,0.0,1.0,1.0,0.16699999999999998,6.0,2019-2020,1.0,D
Michael Heidt,6.0,0.0,1.0,1.0,0.16699999999999998,7.0,1983-1984,1.0,D
Peter Helander,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1982-1983,1.0,D
Ryan Ready,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2005-2006,1.0,LW
Chris Armstrong,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2000-2004,2.0,D
Ryan Kraft,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2002-2003,1.0,C
Brian Ferlin,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2014-2015,1.0,RW
Tyler Benson,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2019-2020,1.0,LW
Jim Stanfield,7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1969-1972,3.0,C
Brian Fahey,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2010-2011,1.0,D
Ray Macias,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2008-2011,2.0,D/RW
Mark Friedman,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2018-2021,3.0,D
Steve Langdon,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1974-1978,3.0,RW
Jeff Brownschidle,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1981-1983,2.0,D
Ken Girard,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1956-1960,3.0,RW
Frank Bennett,7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1943-1944,1.0,LW
Patrick Coulombe,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2006-2007,1.0,D
Cory LaRose,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2003-2004,1.0,C
Tyler Eckford,7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2009-2011,2.0,D
Hazen McAndrew,7.0,0.0,1.0,1.0,0.14300000000000002,6.0,1941-1942,1.0,D
Jason Widmer,7.0,0.0,1.0,1.0,0.14300000000000002,7.0,1994-1997,3.0,D
Dwayne Zinger,7.0,0.0,1.0,1.0,0.14300000000000002,9.0,2003-2004,1.0,D
Radek Smolenak,7.0,0.0,1.0,1.0,0.14300000000000002,15.0,2008-2010,2.0,LW
Gordie Clark,8.0,0.0,1.0,1.0,0.125,0.0,1974-1976,2.0,RW
Jack Markle,8.0,0.0,1.0,1.0,0.125,0.0,1935-1936,1.0,RW
Eetu Luostarinen,8.0,0.0,1.0,1.0,0.125,0.0,2019-2020,1.0,C
Justin DiBenedetto,8.0,0.0,1.0,1.0,0.125,2.0,2010-2011,1.0,C/LW
Erik Burgdoerfer,8.0,0.0,1.0,1.0,0.125,2.0,2016-2019,3.0,D
Emile Poirier,8.0,0.0,1.0,1.0,0.125,2.0,2014-2016,2.0,LW/RW
Kevin Doell,8.0,0.0,1.0,1.0,0.125,4.0,2007-2008,1.0,C
Charles Luksa,8.0,0.0,1.0,1.0,0.125,4.0,1979-1980,1.0,D
Bobby Benson,8.0,0.0,1.0,1.0,0.125,4.0,1924-1925,1.0,D
Mathieu Olivier,8.0,0.0,1.0,1.0,0.125,4.0,2019-2020,1.0,RW
Francois Groleau,8.0,0.0,1.0,1.0,0.125,6.0,1995-1998,3.0,D
Chris Corrinet,8.0,0.0,1.0,1.0,0.125,6.0,2001-2002,1.0,F
Terry McDonald,8.0,0.0,1.0,1.0,0.125,6.0,1975-1976,1.0,D
Dan Brennan,8.0,0.0,1.0,1.0,0.125,9.0,1983-1986,2.0,F
Leigh Verstraete,8.0,0.0,1.0,1.0,0.125,14.0,1982-1988,3.0,RW
Ray Podloski,8.0,0.0,1.0,1.0,0.125,17.0,1988-1989,1.0,C
Denis Larocque,8.0,0.0,1.0,1.0,0.125,18.0,1987-1988,1.0,D
Mike Liambas,8.0,0.0,1.0,1.0,0.125,21.0,2016-2018,2.0,LW
Corey Locke,9.0,0.0,1.0,1.0,0.111,0.0,2007-2011,3.0,C
Jean-Louis Bourcier,9.0,0.0,1.0,1.0,0.111,0.0,1935-1936,1.0,LW
Dan McFall,9.0,0.0,1.0,1.0,0.111,0.0,1984-1986,2.0,D
Jaret Anderson-Dolan,9.0,0.0,1.0,1.0,0.111,0.0,2018-2020,2.0,C/LW
Tony Licari,9.0,0.0,1.0,1.0,0.111,0.0,1946-1947,1.0,RW
Roman Tvrdon,9.0,0.0,1.0,1.0,0.111,2.0,2003-2004,1.0,RW
Don Cairns,9.0,0.0,1.0,1.0,0.111,2.0,1975-1977,2.0,LW
Kirby Law,9.0,0.0,1.0,1.0,0.111,4.0,2000-2004,3.0,RW
Maxime Fortunus,9.0,0.0,1.0,1.0,0.111,4.0,2009-2014,2.0,D
David Brine,9.0,0.0,1.0,1.0,0.111,4.0,2007-2008,1.0,C
Ed Cristofoli,9.0,0.0,1.0,1.0,0.111,4.0,1989-1990,1.0,RW
Jeannot Gilbert,9.0,0.0,1.0,1.0,0.111,4.0,1962-1965,2.0,C
JC Lipon,9.0,0.0,1.0,1.0,0.111,5.0,2015-2016,1.0,RW
Jason Jaspers,9.0,0.0,1.0,1.0,0.111,6.0,2001-2004,3.0,C
Mat Clark,9.0,0.0,1.0,1.0,0.111,6.0,2011-2015,2.0,D
Alain Belanger,9.0,0.0,1.0,1.0,0.111,6.0,1977-1978,1.0,RW
Alexander Volkov,9.0,0.0,1.0,1.0,0.111,6.0,2019-2020,1.0,RW/LW
Christoph Bertschy,9.0,0.0,1.0,1.0,0.111,8.0,2015-2018,3.0,C/W
Gilles Bilodeau,9.0,0.0,1.0,1.0,0.111,25.0,1979-1980,1.0,D
Mike Moher,9.0,0.0,1.0,1.0,0.111,28.0,1982-1983,1.0,RW
Ron Talakoski,9.0,0.0,1.0,1.0,0.111,33.0,1986-1988,2.0,RW
Kevin Evans,9.0,0.0,1.0,1.0,0.111,44.0,1990-1992,2.0,LW
Bruce Greig,9.0,0.0,1.0,1.0,0.111,46.0,1973-1975,2.0,LW
Brian Kinsella,10.0,0.0,1.0,1.0,0.1,0.0,1975-1977,2.0,RW
Ryan MacInnis,10.0,0.0,1.0,1.0,0.1,0.0,2019-2020,1.0,C
Clarence Drouillard,10.0,0.0,1.0,1.0,0.1,0.0,1937-1938,1.0,C
Sergei Zinovyev,10.0,0.0,1.0,1.0,0.1,2.0,2003-2004,1.0,C
Cameron Schilling,10.0,0.0,1.0,1.0,0.1,4.0,2012-2019,4.0,D
Bernie Saunders,10.0,0.0,1.0,1.0,0.1,8.0,1979-1981,2.0,RW
Tommy Smith,10.0,0.0,1.0,1.0,0.1,11.0,1919-1920,1.0,C
Bryan Adams,11.0,0.0,1.0,1.0,0.091,2.0,1999-2001,2.0,LW/C
Dave Downie,11.0,0.0,1.0,1.0,0.091,2.0,1932-1933,1.0,C
Bob Liddington,11.0,0.0,1.0,1.0,0.091,2.0,1970-1971,1.0,LW
Timothy Liljegren,11.0,0.0,1.0,1.0,0.091,2.0,2019-2020,1.0,D
Mark Katic,11.0,0.0,1.0,1.0,0.091,4.0,2010-2011,1.0,D
Viktors Ignatjevs,11.0,0.0,1.0,1.0,0.091,6.0,1998-1999,1.0,D
Johan Sundstrom,11.0,0.0,1.0,1.0,0.091,6.0,2013-2014,1.0,C
Timo Helbling,11.0,0.0,1.0,1.0,0.091,8.0,2005-2007,2.0,D
Kyle Rossiter,11.0,0.0,1.0,1.0,0.091,9.0,2001-2004,3.0,D
Triston Grant,11.0,0.0,1.0,1.0,0.091,19.0,2006-2010,2.0,LW
Al Simmons,11.0,0.0,1.0,1.0,0.091,21.0,1971-1976,3.0,D
Ryan Lomberg,11.0,0.0,1.0,1.0,0.091,32.0,2017-2021,3.0,LW
Peter Ambroziak,12.0,0.0,1.0,1.0,0.083,0.0,1994-1995,1.0,LW
Matt Ryan,12.0,0.0,1.0,1.0,0.083,2.0,2005-2006,1.0,C/LW
Michel Riesen,12.0,0.0,1.0,1.0,0.083,4.0,2000-2001,1.0,RW
Lean Bergmann,12.0,0.0,1.0,1.0,0.083,4.0,2019-2020,1.0,C/W
Brendan Shinnimin,12.0,0.0,1.0,1.0,0.083,8.0,2014-2015,1.0,C/LW
Harry Dick,12.0,0.0,1.0,1.0,0.083,12.0,1946-1947,1.0,D
Sean Gagnon,12.0,0.0,1.0,1.0,0.083,34.0,1997-2001,3.0,D
Travis Morin,13.0,0.0,1.0,1.0,0.077,0.0,2010-2015,3.0,C
Norm McAtee,13.0,0.0,1.0,1.0,0.077,0.0,1946-1947,1.0,F
Cliff Thompson,13.0,0.0,1.0,1.0,0.077,2.0,1941-1949,2.0,D
Arnie Kullman,13.0,0.0,1.0,1.0,0.077,11.0,1947-1950,2.0,C
Martin Samuelsson,14.0,0.0,1.0,1.0,0.071,2.0,2002-2004,2.0,RW
Lars Zetterstrom,14.0,0.0,1.0,1.0,0.071,2.0,1978-1979,1.0,D
Greg Jacina,14.0,0.0,1.0,1.0,0.071,6.0,2005-2007,2.0,C/RW
Claude Julien,14.0,0.0,1.0,1.0,0.071,25.0,1984-1986,2.0,D
Greg Nemisz,15.0,0.0,1.0,1.0,0.067,0.0,2010-2012,2.0,RW
Todd Simon,15.0,0.0,1.0,1.0,0.067,0.0,1993-1994,1.0,C
Eddie Jeremiah,15.0,0.0,1.0,1.0,0.067,0.0,1931-1932,1.0,RW
Frank Dunlap,15.0,0.0,1.0,1.0,0.067,2.0,1943-1944,1.0,RW
Jarrett Deuling,15.0,0.0,1.0,1.0,0.067,11.0,1995-1997,2.0,LW
Michael Colman,15.0,0.0,1.0,1.0,0.067,32.0,1991-1992,1.0,D
Sergei Starikov,16.0,0.0,1.0,1.0,0.063,8.0,1989-1990,1.0,D
Darrell Scoville,16.0,0.0,1.0,1.0,0.063,12.0,1999-2004,3.0,D
Gustav Lindstrom,16.0,0.0,1.0,1.0,0.063,14.0,2019-2020,1.0,D
Dave Marcinyshyn,16.0,0.0,1.0,1.0,0.063,49.0,1990-1993,3.0,D
Gerry Denoird,17.0,0.0,1.0,1.0,0.059000000000000004,0.0,1922-1923,1.0,C
Zach Whitecloud,17.0,0.0,1.0,1.0,0.059000000000000004,4.0,2017-2021,3.0,D
Steve Smith,17.0,0.0,1.0,1.0,0.059000000000000004,15.0,1981-1989,5.0,D
Claudio Scremin,17.0,0.0,1.0,1.0,0.059000000000000004,29.0,1991-1993,2.0,D
Gord Redahl,18.0,0.0,1.0,1.0,0.055999999999999994,2.0,1958-1959,1.0,F
Luke Johnson,18.0,0.0,1.0,1.0,0.055999999999999994,8.0,2018-2020,2.0,C
Dave Watson,18.0,0.0,1.0,1.0,0.055999999999999994,10.0,1979-1981,2.0,F
Casey Hankinson,18.0,0.0,1.0,1.0,0.055999999999999994,13.0,2000-2004,3.0,LW
Harry Radley,18.0,0.0,1.0,1.0,0.055999999999999994,13.0,1930-1937,2.0,D
Doug Friedman,18.0,0.0,1.0,1.0,0.055999999999999994,34.0,1997-1999,2.0,LW
T.J. Tynan,19.0,0.0,1.0,1.0,0.053,2.0,2016-2020,2.0,C/RW
Alex Brooks,19.0,0.0,1.0,1.0,0.053,4.0,2006-2007,1.0,D
Al Nicholson,19.0,0.0,1.0,1.0,0.053,4.0,1955-1957,2.0,LW
Frank Heffernan,19.0,0.0,1.0,1.0,0.053,10.0,1919-1920,1.0,D
Bob Lemieux,19.0,0.0,1.0,1.0,0.053,12.0,1967-1968,1.0,D
Ivan Droppa,19.0,0.0,1.0,1.0,0.053,14.0,1993-1996,2.0,D
Burr Williams,19.0,0.0,1.0,1.0,0.053,28.0,1933-1937,3.0,D
Shawn Belle,20.0,0.0,1.0,1.0,0.05,2.0,2006-2011,3.0,D
Brett Lernout,21.0,0.0,1.0,1.0,0.048,6.0,2015-2018,3.0,D
Jeff Ware,21.0,0.0,1.0,1.0,0.048,12.0,1996-1999,3.0,D
Darren Reid,21.0,0.0,1.0,1.0,0.048,18.0,2005-2007,2.0,RW
Craig Martin,21.0,0.0,1.0,1.0,0.048,24.0,1994-1997,2.0,RW
Joe Finley,21.0,0.0,1.0,1.0,0.048,32.0,2011-2013,2.0,D
J.C. Beaudin,22.0,0.0,1.0,1.0,0.045,7.0,2019-2020,1.0,C/RW
Nikolai Tsulygin,22.0,0.0,1.0,1.0,0.045,8.0,1996-1997,1.0,D
Rob Robinson,22.0,0.0,1.0,1.0,0.045,8.0,1991-1992,1.0,D
Mike Vernace,22.0,0.0,1.0,1.0,0.045,10.0,2008-2011,2.0,D
Davis Payne,22.0,0.0,1.0,1.0,0.045,14.0,1995-1997,2.0,RW
Gordon Kannegiesser,23.0,0.0,1.0,1.0,0.043,15.0,1967-1972,2.0,D
Kyle Freadrich,23.0,0.0,1.0,1.0,0.043,75.0,1999-2001,2.0,LW
Doug Baldwin,24.0,0.0,1.0,1.0,0.042,8.0,1945-1948,3.0,D
Tom Fowler,24.0,0.0,1.0,1.0,0.042,18.0,1946-1947,1.0,C
Colten Teubert,24.0,0.0,1.0,1.0,0.042,25.0,2011-2012,1.0,D
Sammy McManus,26.0,0.0,1.0,1.0,0.038,8.0,1934-1937,2.0,LW
Gregory Stewart,26.0,0.0,1.0,1.0,0.038,48.0,2007-2010,3.0,LW
Joel Rechlicz,26.0,0.0,1.0,1.0,0.038,105.0,2008-2012,3.0,RW
Val Hoffinger,28.0,0.0,1.0,1.0,0.036000000000000004,30.0,1927-1929,2.0,D
Warren Luhning,29.0,0.0,1.0,1.0,0.034,21.0,1997-2000,3.0,RW
Bennett Wolf,30.0,0.0,1.0,1.0,0.033,133.0,1980-1983,3.0,D
Charles Cahill,32.0,0.0,1.0,1.0,0.031,4.0,1925-1927,2.0,RW
James Donnelly,34.0,0.0,1.0,1.0,0.028999999999999998,14.0,1926-1927,1.0,D
Don Ward,34.0,0.0,1.0,1.0,0.028999999999999998,16.0,1957-1960,2.0,D
Nathan McIver,36.0,0.0,1.0,1.0,0.027999999999999997,95.0,2006-2009,3.0,D
Doug Doull,37.0,0.0,1.0,1.0,0.027000000000000003,151.0,2003-2006,2.0,LW
James Hughes,40.0,0.0,1.0,1.0,0.025,48.0,1929-1930,1.0,D
Murray Anderson,40.0,0.0,1.0,1.0,0.025,68.0,1974-1975,1.0,D
Robin Bartel,41.0,0.0,1.0,1.0,0.024,14.0,1985-1987,2.0,D
Bob Davie,41.0,0.0,1.0,1.0,0.024,25.0,1933-1936,3.0,D
Johnathan Aitken,44.0,0.0,1.0,1.0,0.023,70.0,1999-2004,2.0,D
Larry Molyneaux,45.0,0.0,1.0,1.0,0.022000000000000002,20.0,1937-1939,2.0,D
Jim Agnew,81.0,0.0,1.0,1.0,0.012,257.0,1986-1993,6.0,D
Brennan Evans,0.0,0.0,0.0,0.0,-,0.0,2003-2004,1.0,D
Brock Tredway,0.0,0.0,0.0,0.0,-,0.0,1981-1982,1.0,LW
Bill Anderson,0.0,0.0,0.0,0.0,-,0.0,1942-1943,1.0,D
Don Cherry,0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,D
Alex Belzile,0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,RW/C
Igor Nikulin,0.0,0.0,0.0,0.0,-,0.0,1996-1997,1.0,RW
Michel Deziel,0.0,0.0,0.0,0.0,-,0.0,1974-1975,1.0,LW
Steve Andrascik,0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,RW
Chris Hayes,0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,LW
Brian Pinho,0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,C
Doug Anderson,0.0,0.0,0.0,0.0,-,0.0,1952-1953,1.0,C
Ken Davies,0.0,0.0,0.0,0.0,-,0.0,1947-1948,1.0,C
Wayne Brown,0.0,0.0,0.0,0.0,-,0.0,1953-1954,1.0,RW
Gord Wilson,0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,LW
Jack Stanfield,0.0,0.0,0.0,0.0,-,0.0,1965-1966,1.0,LW
Olli Juolevi,0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,D
Gary Collins,0.0,0.0,0.0,0.0,-,0.0,1958-1959,1.0,C
David Salvian,0.0,0.0,0.0,0.0,-,0.0,1976-1977,1.0,RW
Leo Thiffault,0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,LW
Eddie Emberg,0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,C
Gord Haidy,0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,RW
Mike Corbett,0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,RW
Doug McKay,0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,LW
Sidney McNabney,0.0,0.0,0.0,0.0,-,0.0,1950-1951,1.0,C
Stan Long,0.0,0.0,0.0,0.0,-,0.0,1951-1952,1.0,D
Butch Stahan,0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,D
Gerry Reid,0.0,0.0,0.0,0.0,-,0.0,1948-1949,1.0,C
Nicholas Robertson,0.0,0.0,0.0,0.0,-,0.0,2019-2021,2.0,C/LW
Thomas Harley,0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,D
Ronnie Sundin,1.0,0.0,0.0,0.0,0.000,0.0,1997-1998,1.0,D
Mikko Jokela,1.0,0.0,0.0,0.0,0.000,0.0,2002-2003,1.0,D
Martti Jarventie,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,D
Masi Marjamaki,1.0,0.0,0.0,0.0,0.000,0.0,2005-2006,1.0,LW
Tomi Maki,1.0,0.0,0.0,0.0,0.000,0.0,2006-2007,1.0,C/W
Petri Varis,1.0,0.0,0.0,0.0,0.000,0.0,1997-1998,1.0,RW
Bjorn Skaare,1.0,0.0,0.0,0.0,0.000,0.0,1978-1979,1.0,C
Perttu Lindgren,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,C
Johan Motin,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,D
Andre Petersson,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,LW/RW
David Moravec,1.0,0.0,0.0,0.0,0.000,0.0,1999-2000,1.0,LW
Chris Kelleher,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,D
Darren Boyko,1.0,0.0,0.0,0.0,0.000,0.0,1988-1989,1.0,C
Jamie Hunt,1.0,0.0,0.0,0.0,0.000,0.0,2006-2007,1.0,D
Nate Raduns,1.0,0.0,0.0,0.0,0.000,0.0,2008-2009,1.0,RW
Tim Ramholt,1.0,0.0,0.0,0.0,0.000,0.0,2007-2008,1.0,D
Layne Ulmer,1.0,0.0,0.0,0.0,0.000,0.0,2003-2004,1.0,C
Libor Pivko,1.0,0.0,0.0,0.0,0.000,0.0,2003-2004,1.0,LW
Curtis Murphy,1.0,0.0,0.0,0.0,0.000,0.0,2002-2003,1.0,D
Vaclav Pletka,1.0,0.0,0.0,0.0,0.000,0.0,2001-2002,1.0,LW
Stanislav Gron,1.0,0.0,0.0,0.0,0.000,0.0,2000-2001,1.0,C
Philip Holm,1.0,0.0,0.0,0.0,0.000,0.0,2017-2018,1.0,D
Shawn Lalonde,1.0,0.0,0.0,0.0,0.000,0.0,2012-2013,1.0,D
Jamie Arniel,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,C/RW
Ryan Thang,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,RW/LW
Brodie Dupont,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,LW/C
Jamie Fraser,1.0,0.0,0.0,0.0,0.000,0.0,2008-2009,1.0,D
Joey Tenute,1.0,0.0,0.0,0.0,0.000,0.0,2005-2006,1.0,C
Scott Jackson,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,D
Bud Holloway,1.0,0.0,0.0,0.0,0.000,0.0,2015-2016,1.0,RW
Scott Lehman,1.0,0.0,0.0,0.0,0.000,0.0,2008-2009,1.0,D
Milan Kytnar,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,C
Zack Fitzgerald,1.0,0.0,0.0,0.0,0.000,0.0,2007-2008,1.0,D
Darcy Campbell,1.0,0.0,0.0,0.0,0.000,0.0,2006-2007,1.0,D
Nick Petrecki,1.0,0.0,0.0,0.0,0.000,0.0,2012-2013,1.0,D
Will O'Neill,1.0,0.0,0.0,0.0,0.000,0.0,2017-2018,1.0,D
Peter LeBlanc,1.0,0.0,0.0,0.0,0.000,0.0,2013-2014,1.0,LW/C
Shane Sims,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,D
Brad Ralph,1.0,0.0,0.0,0.0,0.000,0.0,2000-2001,1.0,C
Cole Jarrett,1.0,0.0,0.0,0.0,0.000,0.0,2005-2006,1.0,D
Joey Mormina,1.0,0.0,0.0,0.0,0.000,0.0,2007-2008,1.0,D
Andrew Joudrey,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,C
Grant Lewis,1.0,0.0,0.0,0.0,0.000,0.0,2008-2009,1.0,D
Matt Watkins,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,C/LW
Mark Van Guilder,1.0,0.0,0.0,0.0,0.000,0.0,2013-2014,1.0,C
Greg Kuznik,1.0,0.0,0.0,0.0,0.000,0.0,2000-2001,1.0,D
Joonas Nattinen,1.0,0.0,0.0,0.0,0.000,0.0,2013-2014,1.0,C/RW
Michael Keranen,1.0,0.0,0.0,0.0,0.000,0.0,2015-2016,1.0,W/C
Ryan Bourque,1.0,0.0,0.0,0.0,0.000,0.0,2014-2015,1.0,C/LW
Maxime Sauve,1.0,0.0,0.0,0.0,0.000,0.0,2011-2012,1.0,C
Anton Klementyev,1.0,0.0,0.0,0.0,0.000,0.0,2009-2010,1.0,D
Roman Graborenko,1.0,0.0,0.0,0.0,0.000,0.0,2014-2015,1.0,D
Garrett Mitchell,1.0,0.0,0.0,0.0,0.000,0.0,2016-2017,1.0,C/RW
Mike Murray,1.0,0.0,0.0,0.0,0.000,0.0,1987-1988,1.0,C
Sean McMorrow,1.0,0.0,0.0,0.0,0.000,0.0,2002-2003,1.0,RW
Brendan Ranford,1.0,0.0,0.0,0.0,0.000,0.0,2014-2015,1.0,LW/RW
Eric Lavigne,1.0,0.0,0.0,0.0,0.000,0.0,1994-1995,1.0,D
Bud Stefanski,1.0,0.0,0.0,0.0,0.000,0.0,1977-1978,1.0,F
Wayne Groulx,1.0,0.0,0.0,0.0,0.000,0.0,1984-1985,1.0,C
Jozef Cierny,1.0,0.0,0.0,0.0,0.000,0.0,1993-1994,1.0,LW
Colin Smith,1.0,0.0,0.0,0.0,0.000,0.0,2014-2015,1.0,C/RW
Shawn Heaphy,1.0,0.0,0.0,0.0,0.000,0.0,1992-1993,1.0,C
Jamie Doornbosch,1.0,0.0,0.0,0.0,0.000,0.0,2010-2011,1.0,D
Darryl Olsen,1.0,0.0,0.0,0.0,0.000,0.0,1991-1992,1.0,D
Scott McKay,1.0,0.0,0.0,0.0,0.000,0.0,1993-1994,1.0,RW
Yves Heroux,1.0,0.0,0.0,0.0,0.000,0.0,1986-1987,1.0,RW
Francois Guay,1.0,0.0,0.0,0.0,0.000,0.0,1989-1990,1.0,C
David Van Drunen,1.0,0.0,0.0,0.0,0.000,0.0,1999-2000,1.0,D
Alex Friesen,1.0,0.0,0.0,0.0,0.000,0.0,2015-2016,1.0,C
Gerry Abel,1.0,0.0,0.0,0.0,0.000,0.0,1966-1967,1.0,LW
Kris Foucault,1.0,0.0,0.0,0.0,0.0,0.0,2011-2012,1.0,LW
Rudy Ahlin,1.0,0.0,0.0,0.0,0.0,0.0,1937-1938,1.0,LW
Jesse Blacker,1.0,0.0,0.0,0.0,0.0,0.0,2014-2015,1.0,D
David Sloane,1.0,0.0,0.0,0.0,0.0,0.0,2008-2009,1.0,D/RW
Geoff Kinrade,1.0,0.0,0.0,0.0,0.0,0.0,2008-2009,1.0,D
Jamie Fritsch,1.0,0.0,0.0,0.0,0.0,0.0,2008-2009,1.0,D
Greg Koehler,1.0,0.0,0.0,0.0,0.0,0.0,2000-2001,1.0,C
Shane MacEachern,1.0,0.0,0.0,0.0,0.0,0.0,1987-1988,1.0,C
Bill Arnold,1.0,0.0,0.0,0.0,0.0,0.0,2013-2014,1.0,C
Alexander Andriyevsky,1.0,0.0,0.0,0.0,0.0,0.0,1992-1993,1.0,RW
Darrel Anholt,1.0,0.0,0.0,0.0,0.0,0.0,1983-1984,1.0,D
Don Waddell,1.0,0.0,0.0,0.0,0.0,0.0,1980-1981,1.0,D
Jonathan Delisle,1.0,0.0,0.0,0.0,0.0,0.0,1998-1999,1.0,RW
Cody Kunyk,1.0,0.0,0.0,0.0,0.0,0.0,2013-2014,1.0,C
Curtis Valk,1.0,0.0,0.0,0.0,0.0,0.0,2017-2018,1.0,C
Lindsay Vallis,1.0,0.0,0.0,0.0,0.0,0.0,1993-1994,1.0,RW
Cameron Hughes,1.0,0.0,0.0,0.0,0.0,0.0,2019-2020,1.0,C
Morgan Klimchuk,1.0,0.0,0.0,0.0,0.0,0.0,2017-2018,1.0,LW
Jeff Libby,1.0,0.0,0.0,0.0,0.0,0.0,1997-1998,1.0,D
Stephen Tepper,1.0,0.0,0.0,0.0,0.0,0.0,1992-1993,1.0,RW
B.J. Young,1.0,0.0,0.0,0.0,0.0,0.0,1999-2000,1.0,RW
Erich Goldmann,1.0,0.0,0.0,0.0,0.0,0.0,1999-2000,1.0,D
Greg Crozier,1.0,0.0,0.0,0.0,0.0,0.0,2000-2001,1.0,LW
Ryan Huska,1.0,0.0,0.0,0.0,0.0,0.0,1997-1998,1.0,LW
Rod Willard,1.0,0.0,0.0,0.0,0.0,0.0,1982-1983,1.0,LW
Justin Hocking,1.0,0.0,0.0,0.0,0.0,0.0,1993-1994,1.0,D
Nick Vachon,1.0,0.0,0.0,0.0,0.0,0.0,1996-1997,1.0,C
Peter Fiorentino,1.0,0.0,0.0,0.0,0.0,0.0,1991-1992,1.0,D
