#,Player,GP,G,A,TP,PPG,PIM,Period,Years,Name,POS
214.0,Andrew Brunette (LW),1109.0,268.0,465.0,733.0,0.6609999999999999,314.0,1995-2012,16.0,Andrew Brunette ,LW)
215.0,Jeff Carter (C),1040.0,382.0,350.0,732.0,0.7040000000000001,533.0,2005-2021,16.0,Jeff Carter ,C)
216.0,Andrew Cassels (C),1015.0,204.0,528.0,732.0,0.721,410.0,1989-2006,16.0,Andrew Cassels ,C)
217.0,Matt Cullen (C),1516.0,266.0,465.0,731.0,0.48200000000000004,592.0,1997-2019,21.0,Matt Cullen ,C)
218.0,Bobby Carpenter (C),1178.0,320.0,408.0,728.0,0.618,919.0,1981-1999,18.0,Bobby Carpenter ,C)
219.0,Murray Oliver (C),1127.0,274.0,454.0,728.0,0.6459999999999999,320.0,1957-1975,17.0,Murray Oliver ,C)
220.0,Mike Foligno (RW),1018.0,355.0,372.0,727.0,0.7140000000000001,2045.0,1979-1994,15.0,Mike Foligno ,RW)
221.0,Jason Pominville (RW),1060.0,293.0,434.0,727.0,0.6859999999999999,199.0,2003-2019,15.0,Jason Pominville ,RW)
222.0,Cory Stillman (LW),1025.0,278.0,449.0,727.0,0.7090000000000001,489.0,1994-2011,16.0,Cory Stillman ,LW)
223.0,Kevin Stevens (LW),874.0,329.0,397.0,726.0,0.831,1470.0,1987-2002,15.0,Kevin Stevens ,LW)
224.0,Bob Nevin (RW),1128.0,307.0,419.0,726.0,0.644,211.0,1957-1976,18.0,Bob Nevin ,RW)
225.0,Paul Stastny (C),945.0,250.0,476.0,726.0,0.768,438.0,2006-2021,15.0,Paul Stastny ,C)
226.0,Dave Babych (D),1194.0,142.0,581.0,723.0,0.606,970.0,1980-1999,19.0,Dave Babych ,D)
227.0,Petr Sykora (RW),1017.0,323.0,398.0,721.0,0.7090000000000001,433.0,1995-2012,15.0,Petr Sykora ,RW)
228.0,Dave Gagner (C),946.0,318.0,401.0,719.0,0.76,1016.0,1984-1999,15.0,Dave Gagner ,C)
229.0,Alexei Zhamnov (C),807.0,249.0,470.0,719.0,0.8909999999999999,668.0,1992-2006,13.0,Alexei Zhamnov ,C)
230.0,Petr Nedved (C),982.0,310.0,407.0,717.0,0.73,708.0,1990-2007,15.0,Petr Nedved ,C)
231.0,Martin Straka (C),954.0,257.0,460.0,717.0,0.752,360.0,1992-2008,15.0,Martin Straka ,C)
232.0,Zigmund Pálffy (RW),684.0,329.0,384.0,713.0,1.042,322.0,1993-2006,12.0,Zigmund Pálffy ,RW)
233.0,George Armstrong (C),1187.0,296.0,417.0,713.0,0.601,721.0,1949-1971,21.0,George Armstrong ,C)
234.0,Vic Hadfield (LW),1002.0,323.0,389.0,712.0,0.711,1154.0,1961-1977,16.0,Vic Hadfield ,LW)
235.0,Charlie Simmer (LW),712.0,342.0,369.0,711.0,0.9990000000000001,544.0,1974-1988,14.0,Charlie Simmer ,LW)
236.0,Doug Mohns (LW/D),1390.0,248.0,462.0,710.0,0.511,1250.0,1953-1975,22.0,Doug Mohns ,LW/D)
237.0,Mikko Koivu (C),1028.0,205.0,504.0,709.0,0.69,592.0,2005-2021,16.0,Mikko Koivu ,C)
238.0,Scott Hartnell (LW),1249.0,327.0,380.0,707.0,0.5660000000000001,1809.0,2000-2018,17.0,Scott Hartnell ,LW)
239.0,Marc Savard (C),807.0,207.0,499.0,706.0,0.875,737.0,1997-2017,19.0,Marc Savard ,C)
240.0,Robert Lang (C),989.0,261.0,442.0,703.0,0.711,424.0,1992-2010,16.0,Robert Lang ,C)
241.0,Bobby Rousseau (RW),942.0,245.0,458.0,703.0,0.746,359.0,1960-1975,15.0,Bobby Rousseau ,RW)
242.0,René Robert (C),744.0,284.0,418.0,702.0,0.9440000000000001,597.0,1970-1982,12.0,René Robert ,C)
243.0,Rick Martin (LW),685.0,384.0,317.0,701.0,1.023,477.0,1971-1982,11.0,Rick Martin ,LW)
244.0,Mel Bridgman (C),977.0,252.0,449.0,701.0,0.718,1625.0,1975-1989,14.0,Mel Bridgman ,C)
245.0,Geoff Sanderson (LW),1104.0,355.0,345.0,700.0,0.634,511.0,1990-2008,17.0,Geoff Sanderson ,LW)
246.0,Chris Pronger (D),1167.0,157.0,541.0,698.0,0.598,1590.0,1993-2012,18.0,Chris Pronger ,D)
247.0,Clark Gillies (LW),958.0,319.0,378.0,697.0,0.728,1023.0,1974-1988,14.0,Clark Gillies ,LW)
248.0,Daniel Brière (C),973.0,307.0,389.0,696.0,0.715,744.0,1997-2015,17.0,Daniel Brière ,C)
249.0,Jakub Voracek (RW/LW),915.0,207.0,488.0,695.0,0.76,463.0,2008-2021,13.0,Jakub Voracek ,RW/LW)
250.0,Cam Neely (RW),726.0,395.0,299.0,694.0,0.956,1241.0,1983-1996,13.0,Cam Neely ,RW)
251.0,Mike Bullard (LW),755.0,336.0,358.0,694.0,0.919,741.0,1980-1992,11.0,Mike Bullard ,LW)
252.0,Brent Burns (D),1113.0,210.0,484.0,694.0,0.624,685.0,2003-2021,17.0,Brent Burns ,D)
253.0,Shayne Corson (LW),1156.0,273.0,420.0,693.0,0.599,2357.0,1985-2004,19.0,Shayne Corson ,LW)
254.0,Jamie Benn (LW/C),814.0,300.0,388.0,688.0,0.845,613.0,2009-2021,12.0,Jamie Benn ,LW/C)
255.0,Kent Nilsson (C),553.0,264.0,422.0,686.0,1.2409999999999999,116.0,1979-1995,9.0,Kent Nilsson ,C)
256.0,David Krejci (C),911.0,207.0,479.0,686.0,0.753,323.0,2006-2021,15.0,David Krejci ,C)
257.0,Danny Gare (RW),827.0,354.0,331.0,685.0,0.828,1285.0,1974-1987,13.0,Danny Gare ,RW)
258.0,Dan Quinn (C),805.0,266.0,419.0,685.0,0.851,533.0,1983-1997,14.0,Dan Quinn ,C)
259.0,Reed Larson (D),904.0,222.0,463.0,685.0,0.758,1391.0,1976-1990,14.0,Reed Larson ,D)
260.0,Don Lever (LW),1020.0,313.0,367.0,680.0,0.667,593.0,1972-1987,15.0,Don Lever ,LW)
261.0,Michael Nylander (C),920.0,209.0,470.0,679.0,0.738,468.0,1992-2009,15.0,Michael Nylander ,C)
262.0,Walt Tkaczuk (C),945.0,227.0,451.0,678.0,0.7170000000000001,556.0,1967-1981,14.0,Walt Tkaczuk ,C)
263.0,Kevin Hatcher (D),1157.0,227.0,450.0,677.0,0.585,1392.0,1984-2001,17.0,Kevin Hatcher ,D)
264.0,Jozef Stümpel (C),957.0,196.0,481.0,677.0,0.7070000000000001,245.0,1991-2008,16.0,Jozef Stümpel ,C)
265.0,Tim Kerr (RW),655.0,370.0,304.0,674.0,1.0290000000000001,596.0,1980-1993,13.0,Tim Kerr ,RW)
266.0,Phil Goyette (C),941.0,207.0,467.0,674.0,0.716,131.0,1956-1972,16.0,Phil Goyette ,C)
267.0,Paul MacLean (RW),719.0,324.0,349.0,673.0,0.9359999999999999,968.0,1980-1991,11.0,Paul MacLean ,RW)
268.0,Stan Smyl (RW),898.0,262.0,411.0,673.0,0.7490000000000001,1556.0,1978-1991,13.0,Stan Smyl ,RW)
269.0,Daymond Langkow (C),1090.0,270.0,402.0,672.0,0.617,547.0,1995-2012,16.0,Daymond Langkow ,C)
270.0,Craig Ramsay (LW),1070.0,252.0,420.0,672.0,0.628,201.0,1971-1985,14.0,Craig Ramsay ,LW)
271.0,Reggie Leach (RW),934.0,381.0,285.0,666.0,0.713,387.0,1970-1983,13.0,Reggie Leach ,RW)
272.0,Guy Carbonneau (C),1318.0,260.0,403.0,663.0,0.503,820.0,1980-2000,19.0,Guy Carbonneau ,C)
273.0,Jamie Langenbrunner (RW),1109.0,243.0,420.0,663.0,0.598,837.0,1994-2013,18.0,Jamie Langenbrunner ,RW)
274.0,Martin Gélinas (LW),1273.0,308.0,351.0,659.0,0.518,820.0,1988-2008,19.0,Martin Gélinas ,LW)
275.0,Red Berenson (LW),987.0,261.0,397.0,658.0,0.667,305.0,1961-1978,17.0,Red Berenson ,LW)
276.0,Kelly Kisio (C),761.0,229.0,429.0,658.0,0.865,768.0,1982-1995,13.0,Kelly Kisio ,C)
277.0,Ray Sheppard (RW),817.0,357.0,300.0,657.0,0.804,212.0,1987-2000,13.0,Ray Sheppard ,RW)
278.0,Zdeno Chára (D),1553.0,205.0,451.0,656.0,0.42200000000000004,1956.0,1997-2020,22.0,Zdeno Chára ,D)
279.0,Ulf Dahlén (RW),966.0,301.0,354.0,655.0,0.6779999999999999,230.0,1987-2003,14.0,Ulf Dahlén ,RW)
280.0,Dennis Hull (LW),959.0,303.0,351.0,654.0,0.682,261.0,1964-1978,14.0,Dennis Hull ,LW)
281.0,Barry Pederson (C),701.0,238.0,416.0,654.0,0.9329999999999999,472.0,1980-1992,12.0,Barry Pederson ,C)
282.0,Dustin Brown (RW/LW),1183.0,299.0,354.0,653.0,0.552,700.0,2003-2021,17.0,Dustin Brown ,RW/LW)
283.0,Glen Murray (RW),1009.0,337.0,314.0,651.0,0.645,679.0,1991-2008,16.0,Glen Murray ,RW)
284.0,Bryan Smolinski (C),1055.0,274.0,377.0,651.0,0.617,606.0,1992-2008,15.0,Bryan Smolinski ,C)
285.0,Randy Carlyle (D),1055.0,148.0,499.0,647.0,0.613,1400.0,1976-1993,17.0,Randy Carlyle ,D)
286.0,Brad Marchand (LW),751.0,290.0,356.0,646.0,0.86,756.0,2009-2021,12.0,Brad Marchand ,LW)
287.0,Ryan Walter (C),1003.0,264.0,382.0,646.0,0.644,946.0,1978-1993,15.0,Ryan Walter ,C)
288.0,Igor Larionov (C),921.0,169.0,475.0,644.0,0.6990000000000001,474.0,1989-2004,14.0,Igor Larionov ,C)
289.0,Bob Pulford (LW),1079.0,281.0,362.0,643.0,0.596,792.0,1956-1972,16.0,Bob Pulford ,LW)
290.0,Michael Cammalleri (W/C),906.0,294.0,348.0,642.0,0.7090000000000001,425.0,2002-2018,15.0,Michael Cammalleri ,W/C)
291.0,Ron Ellis (RW),1034.0,332.0,308.0,640.0,0.619,207.0,1963-1981,16.0,Ron Ellis ,RW)
292.0,Tony McKegney (LW),912.0,320.0,319.0,639.0,0.701,517.0,1978-1991,13.0,Tony McKegney ,LW)
293.0,Ralph Backstrom (C),1032.0,278.0,361.0,639.0,0.619,386.0,1956-1973,17.0,Ralph Backstrom ,C)
294.0,James Patrick (D),1280.0,149.0,490.0,639.0,0.499,759.0,1983-2004,21.0,James Patrick ,D)
295.0,Roman Hamrlik (D),1395.0,155.0,483.0,638.0,0.457,1408.0,1992-2013,20.0,Roman Hamrlik ,D)
296.0,Teppo Numminen (D),1372.0,117.0,520.0,637.0,0.46399999999999997,513.0,1988-2009,20.0,Teppo Numminen ,D)
297.0,Brian Sutter (LW),779.0,303.0,333.0,636.0,0.816,1786.0,1976-1988,12.0,Brian Sutter ,LW)
298.0,Anton Stastny (LW),650.0,252.0,384.0,636.0,0.978,150.0,1980-1989,9.0,Anton Stastny ,LW)
299.0,Tyler Seguin (C),741.0,279.0,356.0,635.0,0.857,223.0,2010-2021,11.0,Tyler Seguin ,C)
300.0,Mats Näslund (LW),651.0,251.0,383.0,634.0,0.9740000000000001,111.0,1982-1995,9.0,Mats Näslund ,LW)
301.0,John Anderson (LW),814.0,282.0,349.0,631.0,0.775,263.0,1977-1989,12.0,John Anderson ,LW)
302.0,Robert Reichel (C),830.0,252.0,378.0,630.0,0.759,388.0,1990-2004,11.0,Robert Reichel ,C)
303.0,Esa Tikkanen (LW),877.0,244.0,385.0,630.0,0.718,1077.0,1984-1999,15.0,Esa Tikkanen ,LW)
304.0,Brent Ashton (C/LW),998.0,284.0,345.0,629.0,0.63,635.0,1979-1993,14.0,Brent Ashton ,C/LW)
305.0,Ed Westfall (RW),1226.0,231.0,394.0,625.0,0.51,544.0,1961-1979,18.0,Ed Westfall ,RW)
306.0,Radim Vrbata (RW),1057.0,284.0,339.0,623.0,0.589,294.0,2001-2018,16.0,Radim Vrbata ,RW)
307.0,Elmer Lach (C),664.0,215.0,408.0,623.0,0.938,478.0,1940-1954,14.0,Elmer Lach ,C)
308.0,Brian Mullen (LW),832.0,255.0,362.0,622.0,0.748,414.0,1982-1993,11.0,Brian Mullen ,LW)
309.0,Alexander Steen (LW/RW),1018.0,245.0,377.0,622.0,0.611,454.0,2005-2021,16.0,Alexander Steen ,LW/RW)
310.0,Guy Lapointe (D),884.0,171.0,451.0,622.0,0.7040000000000001,893.0,1968-1984,16.0,Guy Lapointe ,D)
311.0,Patrick Sharp (LW/RW),939.0,287.0,333.0,620.0,0.66,536.0,2002-2018,15.0,Patrick Sharp ,LW/RW)
312.0,Ron Duguay (C),864.0,274.0,346.0,620.0,0.718,582.0,1977-1989,12.0,Ron Duguay ,C)
313.0,Chris Kunitz (LW),1022.0,268.0,351.0,619.0,0.606,746.0,2003-2019,15.0,Chris Kunitz ,LW)
314.0,Keith Primeau (C),909.0,266.0,353.0,619.0,0.6809999999999999,1541.0,1990-2006,15.0,Keith Primeau ,C)
315.0,David Legwand (C),1136.0,228.0,390.0,618.0,0.544,551.0,1998-2016,17.0,David Legwand ,C)
316.0,Adam Graves (LW),1152.0,329.0,287.0,616.0,0.535,1224.0,1987-2003,16.0,Adam Graves ,LW)
317.0,Fred Stanfield (LW),914.0,211.0,405.0,616.0,0.674,134.0,1964-1978,14.0,Fred Stanfield ,LW)
318.0,Chris Drury (C),892.0,260.0,355.0,615.0,0.6890000000000001,468.0,1998-2011,12.0,Chris Drury ,C)
319.0,Derek King (LW),830.0,261.0,351.0,612.0,0.737,417.0,1986-2000,14.0,Derek King ,LW)
320.0,Martin Rucinsky (LW),961.0,241.0,371.0,612.0,0.637,821.0,1991-2008,16.0,Martin Rucinsky ,LW)
321.0,Ron Greschner (D),982.0,179.0,431.0,610.0,0.621,1226.0,1974-1990,16.0,Ron Greschner ,D)
322.0,Duncan Keith (D),1138.0,101.0,509.0,610.0,0.536,623.0,2005-2021,16.0,Duncan Keith ,D)
323.0,Dickie Moore (LW),719.0,261.0,347.0,608.0,0.846,652.0,1951-1968,14.0,Dickie Moore ,LW)
324.0,Tomas Plekanec (C),1001.0,233.0,375.0,608.0,0.607,543.0,2003-2019,15.0,Tomas Plekanec ,C)
325.0,Peter Zezel (C),873.0,219.0,389.0,608.0,0.696,435.0,1984-1999,15.0,Peter Zezel ,C)
326.0,Walt McKechnie (C),955.0,214.0,392.0,606.0,0.635,469.0,1967-1983,16.0,Walt McKechnie ,C)
327.0,Terry O'Reilly (RW),891.0,204.0,402.0,606.0,0.68,2095.0,1971-1985,14.0,Terry O'Reilly ,RW)
328.0,"Syl Apps, Jr. (C)",727.0,183.0,423.0,606.0,0.8340000000000001,311.0,1970-1980,10.0,"Syl Apps, Jr. ",C)
329.0,Mike Ricci (C),1099.0,243.0,362.0,605.0,0.551,974.0,1990-2007,16.0,Mike Ricci ,C)
330.0,Dan Boyle (D),1093.0,163.0,442.0,605.0,0.5539999999999999,693.0,1998-2016,17.0,Dan Boyle ,D)
331.0,Erik Karlsson (D),736.0,135.0,468.0,603.0,0.8190000000000001,354.0,2009-2021,12.0,Erik Karlsson ,D)
332.0,Bert Olmstead (LW),848.0,181.0,421.0,602.0,0.71,884.0,1948-1962,14.0,Bert Olmstead ,LW)
333.0,Simon Gagné (LW),822.0,291.0,310.0,601.0,0.731,328.0,1999-2015,14.0,Simon Gagné ,LW)
334.0,Brendan Morrison (C),934.0,200.0,401.0,601.0,0.643,450.0,1997-2012,14.0,Brendan Morrison ,C)
335.0,Garry Galley (D),1149.0,125.0,475.0,600.0,0.522,1218.0,1984-2001,17.0,Garry Galley ,D)
336.0,Michal Pivonka (C),825.0,181.0,418.0,599.0,0.726,478.0,1986-1999,13.0,Michal Pivonka ,C)
337.0,Stu Barnes (C),1136.0,261.0,336.0,597.0,0.526,438.0,1991-2008,16.0,Stu Barnes ,C)
338.0,Dmitri Khristich (RW),811.0,259.0,338.0,597.0,0.736,422.0,1990-2002,12.0,Dmitri Khristich ,RW)
339.0,Brian Gionta (RW),1026.0,291.0,304.0,595.0,0.58,377.0,2001-2018,16.0,Brian Gionta ,RW)
340.0,Martin Havlát (RW/LW),790.0,242.0,352.0,594.0,0.752,404.0,2000-2016,15.0,Martin Havlát ,RW/LW)
341.0,Jean-Paul Parisé (LW),890.0,238.0,356.0,594.0,0.667,706.0,1965-1979,14.0,Jean-Paul Parisé ,LW)
342.0,Loui Eriksson (LW/RW),968.0,250.0,343.0,593.0,0.613,192.0,2006-2021,15.0,Loui Eriksson ,LW/RW)
343.0,Thomas Gradin (C),677.0,209.0,384.0,593.0,0.8759999999999999,298.0,1978-1987,9.0,Thomas Gradin ,C)
344.0,Al MacAdam (RW),864.0,240.0,351.0,591.0,0.684,509.0,1973-1985,12.0,Al MacAdam ,RW)
345.0,Dainius Zubrus (W/C),1293.0,228.0,363.0,591.0,0.457,791.0,1996-2016,19.0,Dainius Zubrus ,W/C)
346.0,Radek Dvorak (RW),1260.0,227.0,363.0,590.0,0.46799999999999997,449.0,1995-2014,18.0,Radek Dvorak ,RW)
347.0,Mike Fisher (C),1104.0,278.0,311.0,589.0,0.534,815.0,1999-2018,18.0,Mike Fisher ,C)
348.0,Don Marshall (LW),1176.0,265.0,324.0,589.0,0.501,127.0,1951-1972,19.0,Don Marshall ,LW)
349.0,Claude Provost (RW),1005.0,254.0,335.0,589.0,0.586,469.0,1955-1970,15.0,Claude Provost ,RW)
350.0,Matt Duchene (C),793.0,245.0,344.0,589.0,0.743,190.0,2009-2021,12.0,Matt Duchene ,C)
351.0,Patrik Sundström (RW),676.0,219.0,369.0,588.0,0.87,349.0,1982-1992,10.0,Patrik Sundström ,RW)
352.0,Ryan Suter (D),1142.0,90.0,498.0,588.0,0.515,655.0,2005-2021,16.0,Ryan Suter ,D)
353.0,Carol Vadnais (D),1087.0,169.0,418.0,587.0,0.54,1813.0,1966-1983,17.0,Carol Vadnais ,D)
354.0,Steve Vickers (LW),698.0,246.0,340.0,586.0,0.84,330.0,1972-1982,10.0,Steve Vickers ,LW)
355.0,Jeff Brown (D),747.0,154.0,431.0,585.0,0.7829999999999999,498.0,1985-1998,13.0,Jeff Brown ,D)
356.0,Mario Tremblay (RW),852.0,258.0,326.0,584.0,0.685,1043.0,1974-1986,12.0,Mario Tremblay ,RW)
357.0,Troy Murray (C),915.0,230.0,354.0,584.0,0.638,875.0,1981-1996,15.0,Troy Murray ,C)
358.0,Keith Acton (C),1023.0,226.0,358.0,584.0,0.5710000000000001,1172.0,1979-1994,15.0,Keith Acton ,C)
359.0,Bob Bourne (C),964.0,258.0,324.0,582.0,0.604,605.0,1974-1988,14.0,Bob Bourne ,C)
360.0,Don McKenney (C),798.0,237.0,345.0,582.0,0.7290000000000001,211.0,1954-1968,13.0,Don McKenney ,C)
361.0,Tom Fergus (C),726.0,235.0,346.0,581.0,0.8,499.0,1981-1993,12.0,Tom Fergus ,C)
362.0,Fredrik Olausson (D),1022.0,147.0,434.0,581.0,0.568,450.0,1986-2003,16.0,Fredrik Olausson ,D)
363.0,Shawn McEachern (LW),911.0,256.0,323.0,579.0,0.636,506.0,1991-2006,14.0,Shawn McEachern ,LW)
364.0,Laurie Boschman (C),1009.0,229.0,348.0,577.0,0.5720000000000001,2265.0,1979-1993,14.0,Laurie Boschman ,C)
365.0,Robert MacMillan (RW),753.0,228.0,349.0,577.0,0.7659999999999999,260.0,1974-1985,11.0,Robert MacMillan ,RW)
366.0,Brenden Morrow (LW),991.0,265.0,310.0,575.0,0.58,1362.0,1999-2015,15.0,Brenden Morrow ,LW)
367.0,Milt Schmidt (C),776.0,229.0,346.0,575.0,0.741,466.0,1936-1955,16.0,Milt Schmidt ,C)
368.0,Guy Chouinard (C),578.0,205.0,370.0,575.0,0.995,120.0,1974-1984,10.0,Guy Chouinard ,C)
369.0,Éric Desjardins (D),1143.0,136.0,439.0,575.0,0.503,757.0,1988-2006,17.0,Éric Desjardins ,D)
370.0,Eric Nesterenko (RW),1219.0,250.0,324.0,574.0,0.47100000000000003,1273.0,1951-1972,21.0,Eric Nesterenko ,RW)
371.0,Petr Klima (RW),786.0,313.0,260.0,573.0,0.7290000000000001,671.0,1985-1999,13.0,Petr Klima ,RW)
372.0,Jim Pappin (RW),767.0,278.0,295.0,573.0,0.747,667.0,1963-1977,14.0,Jim Pappin ,RW)
373.0,Ryan Kesler (C),1001.0,258.0,315.0,573.0,0.5720000000000001,920.0,2003-2021,17.0,Ryan Kesler ,C)
374.0,Keith Yandle (D),976.0,99.0,474.0,573.0,0.5870000000000001,564.0,2006-2021,15.0,Keith Yandle ,D)
375.0,Dick Duff (LW),1030.0,283.0,289.0,572.0,0.555,743.0,1954-1972,18.0,Dick Duff ,LW)
376.0,Ales Hemsky (RW),845.0,174.0,398.0,572.0,0.677,353.0,2002-2018,15.0,Ales Hemsky ,RW)
377.0,Joé Juneau (C),828.0,156.0,416.0,572.0,0.691,271.0,1991-2004,13.0,Joé Juneau ,C)
378.0,Andrei Markov (D),990.0,119.0,453.0,572.0,0.578,505.0,2000-2017,16.0,Andrei Markov ,D)
379.0,Sergei Samsonov (LW),888.0,235.0,336.0,571.0,0.643,209.0,1997-2011,13.0,Sergei Samsonov ,LW)
380.0,Kimmo Timonen (D),1108.0,117.0,454.0,571.0,0.515,654.0,1998-2015,16.0,Kimmo Timonen ,D)
381.0,Shea Weber (D),990.0,218.0,352.0,570.0,0.5760000000000001,681.0,2005-2021,16.0,Shea Weber ,D)
382.0,Mike Krushelnyski (C),897.0,241.0,328.0,569.0,0.634,699.0,1981-1995,14.0,Mike Krushelnyski ,C)
383.0,Chris Gratton (C),1092.0,214.0,354.0,568.0,0.52,1638.0,1993-2009,15.0,Chris Gratton ,C)
384.0,Dave Ellett (D),1129.0,153.0,415.0,568.0,0.503,985.0,1984-2000,16.0,Dave Ellett ,D)
385.0,Bill Gadsby (D),1248.0,130.0,438.0,568.0,0.455,1539.0,1946-1966,20.0,Bill Gadsby ,D)
386.0,Ross Lonsberry (LW),968.0,256.0,310.0,566.0,0.585,806.0,1966-1981,15.0,Ross Lonsberry ,LW)
387.0,T.J. Oshie (RW),803.0,237.0,329.0,566.0,0.705,402.0,2008-2021,13.0,T.J. Oshie ,RW)
388.0,Wendel Clark (LW),793.0,330.0,234.0,564.0,0.711,1690.0,1985-2000,15.0,Wendel Clark ,LW)
389.0,Don Maloney (LW),765.0,214.0,350.0,564.0,0.737,815.0,1978-1991,13.0,Don Maloney ,LW)
390.0,Sandis Ozolins (D),875.0,167.0,397.0,564.0,0.645,638.0,1992-2008,15.0,Sandis Ozolins ,D)
391.0,Rob Ramage (D),1044.0,139.0,425.0,564.0,0.54,2224.0,1979-1994,15.0,Rob Ramage ,D)
392.0,Taylor Hall (LW),627.0,218.0,345.0,563.0,0.898,350.0,2010-2021,11.0,Taylor Hall ,LW)
393.0,Jussi Jokinen (W/C),951.0,191.0,372.0,563.0,0.5920000000000001,377.0,2005-2018,13.0,Jussi Jokinen ,W/C)
394.0,Tomas Kaberle (D),984.0,87.0,476.0,563.0,0.5720000000000001,260.0,1998-2013,14.0,Tomas Kaberle ,D)
395.0,Jimmy Carson (C),626.0,275.0,286.0,561.0,0.8959999999999999,254.0,1986-1996,10.0,Jimmy Carson ,C)
396.0,Tony Tanti (LW),697.0,287.0,273.0,560.0,0.8029999999999999,661.0,1981-1992,11.0,Tony Tanti ,LW)
397.0,Ted Kennedy (C),696.0,231.0,329.0,560.0,0.805,432.0,1942-1957,14.0,Ted Kennedy ,C)
398.0,Ryan O'Reilly (C),804.0,195.0,365.0,560.0,0.6970000000000001,106.0,2009-2021,12.0,Ryan O'Reilly ,C)
399.0,Paul Reinhart (D),648.0,133.0,426.0,559.0,0.863,277.0,1979-1990,11.0,Paul Reinhart ,D)
400.0,Billy Harris (RW),897.0,231.0,327.0,558.0,0.622,394.0,1972-1984,12.0,Billy Harris ,RW)
401.0,Bobby Schmautz (RW),764.0,271.0,286.0,557.0,0.7290000000000001,988.0,1967-1981,13.0,Bobby Schmautz ,RW)
402.0,David Backes (RW/C),950.0,245.0,312.0,557.0,0.586,1144.0,2006-2021,15.0,David Backes ,RW/C)
403.0,Mike Murphy (RW),831.0,238.0,318.0,556.0,0.669,514.0,1971-1983,12.0,Mike Murphy ,RW)
404.0,Bobby Ryan (RW/LW),833.0,254.0,301.0,555.0,0.6659999999999999,443.0,2007-2021,14.0,Bobby Ryan ,RW/LW)
405.0,Pete Stemkowski (C),967.0,206.0,349.0,555.0,0.574,866.0,1963-1978,15.0,Pete Stemkowski ,C)
406.0,Bengt-Åke Gustafsson (C),629.0,196.0,359.0,555.0,0.882,196.0,1979-1989,9.0,Bengt-Åke Gustafsson ,C)
407.0,Max Pacioretty (LW),763.0,280.0,274.0,554.0,0.726,419.0,2008-2021,13.0,Max Pacioretty ,LW)
408.0,Don Luce (C),894.0,225.0,329.0,554.0,0.62,364.0,1969-1982,13.0,Don Luce ,C)
409.0,David Perron (LW/RW),850.0,223.0,327.0,550.0,0.647,648.0,2007-2021,14.0,David Perron ,LW/RW)
410.0,John Cullen (C),621.0,187.0,363.0,550.0,0.8859999999999999,898.0,1988-1999,10.0,John Cullen ,C)
411.0,Mike Knuble (RW),1068.0,278.0,270.0,548.0,0.513,641.0,1996-2013,16.0,Mike Knuble ,RW)
412.0,Mike Sillinger (C),1049.0,240.0,308.0,548.0,0.522,644.0,1990-2009,18.0,Mike Sillinger ,C)
413.0,Bill Cowley (C),549.0,195.0,353.0,548.0,0.998,143.0,1934-1947,13.0,Bill Cowley ,C)
414.0,Nikita Kucherov (RW),515.0,221.0,326.0,547.0,1.062,261.0,2013-2021,8.0,Nikita Kucherov ,RW)
415.0,Logan Couture (C),715.0,256.0,290.0,546.0,0.764,189.0,2009-2021,12.0,Logan Couture ,C)
416.0,James Neal (RW),821.0,289.0,256.0,545.0,0.664,570.0,2008-2021,13.0,James Neal ,RW)
417.0,Martin Erat (RW/LW),881.0,176.0,369.0,545.0,0.619,506.0,2001-2015,13.0,Martin Erat ,RW/LW)
418.0,Max Bentley (C),645.0,245.0,299.0,544.0,0.843,179.0,1940-1954,12.0,Max Bentley ,C)
419.0,Benoit Hogue (C),863.0,222.0,321.0,543.0,0.629,877.0,1987-2002,15.0,Benoit Hogue ,C)
420.0,Doug Bentley (LW),565.0,219.0,324.0,543.0,0.961,217.0,1939-1954,13.0,Doug Bentley ,LW)
421.0,Gary Dornhoefer (RW),787.0,214.0,328.0,542.0,0.6890000000000001,1291.0,1963-1978,14.0,Gary Dornhoefer ,RW)
422.0,Craig Conroy (C),1009.0,182.0,360.0,542.0,0.537,603.0,1994-2011,16.0,Craig Conroy ,C)
423.0,Bill Goldsworthy (RW),771.0,283.0,258.0,541.0,0.7020000000000001,763.0,1964-1978,14.0,Bill Goldsworthy ,RW)
424.0,Mark Napier (RW),767.0,235.0,306.0,541.0,0.705,157.0,1978-1989,11.0,Mark Napier ,RW)
425.0,Bill Mosienko (RW),711.0,258.0,282.0,540.0,0.759,121.0,1941-1955,14.0,Bill Mosienko ,RW)
426.0,Doug Harvey (D),1113.0,88.0,452.0,540.0,0.485,1216.0,1947-1969,20.0,Doug Harvey ,D)
427.0,Andrew Ladd (LW/RW),950.0,249.0,289.0,538.0,0.5660000000000001,568.0,2005-2021,16.0,Andrew Ladd ,LW/RW)
428.0,Jordan Staal (C),961.0,225.0,312.0,537.0,0.5589999999999999,475.0,2006-2021,15.0,Jordan Staal ,C)
429.0,Viktor Kozlov (C/RW),897.0,198.0,339.0,537.0,0.599,248.0,1994-2009,14.0,Viktor Kozlov ,C/RW)
430.0,Glen Wesley (D),1457.0,128.0,409.0,537.0,0.369,1045.0,1987-2008,20.0,Glen Wesley ,D)
431.0,Kris Letang (D),808.0,127.0,410.0,537.0,0.665,580.0,2006-2021,15.0,Kris Letang ,D)
